loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),deviceOrientationTimeStamp_since1970(s),deviceOrientation(Z)
2024-06-22T16:31:05.169-07:00,58,,,,,,,,,,,,586576.9512007501,0.4156341552734375,-0.0512847900390625,-0.9092864990234375,586576.9512007501,0.0007813714328221977,-0.0001355549029540271,0.005363606382161379,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.189-07:00,59,,,,,,,,,,,,586576.97129875,0.415618896484375,-0.0506439208984375,-0.9089202880859375,586576.97129875,0.002580603118985891,0.001073520281352103,0.003711647586897016,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.209-07:00,60,,,,,,,,,,,,586576.99139775,0.41558837890625,-0.048828125,-0.9092254638671875,586576.97129875,0.002580603118985891,0.001073520281352103,0.003711647586897016,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.230-07:00,61,,,,,,,,,,,,586577.01149575,0.4141693115234375,-0.0515594482421875,-0.907012939453125,586577.01149575,0.001859419047832489,-0.0003651193692348897,0.004628574009984732,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.249-07:00,62,,,,,,,,,,,,586577.03159475,0.4163360595703125,-0.0518798828125,-0.9102935791015625,586577.03159475,0.001746501075103879,0.0006609965930692852,0.003662645351141691,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.270-07:00,63,,,,,,,,,,,,586577.0516927501,0.4161834716796875,-0.0498809814453125,-0.9083709716796875,586577.0516927501,0.001906024408526719,0.001353418454527855,0.006216883193701506,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.290-07:00,64,,,,,,,,,,,,586577.07179175,0.4151458740234375,-0.05133056640625,-0.9101104736328125,586577.07179175,0.001271925750188529,-0.0006807039608247578,0.005921538453549147,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.310-07:00,65,,,,,,,,,,,,586577.09188975,0.41552734375,-0.0501251220703125,-0.9097900390625,586577.09188975,0.003590473672375083,0.0001973402395378798,0.006053098943084478,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.330-07:00,66,,,,,,,,,,,,586577.1119887501,0.41552734375,-0.048828125,-0.9091949462890625,586577.09188975,0.003590473672375083,0.0001973402395378798,0.006053098943084478,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.350-07:00,67,,,,,,,,,,,,586577.13208675,0.4156341552734375,-0.0501251220703125,-0.9096221923828125,586577.13208675,0.001942776027135551,2.929477159341332e-05,0.00564030883833766,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.370-07:00,68,,,,,,,,,,,,586577.1521857501,0.415283203125,-0.04986572265625,-0.908966064453125,586577.1521857501,0.002146507846191525,0.0002729740226641297,0.002954777097329497,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.390-07:00,69,,,,,,,,,,,,586577.17228375,0.4153900146484375,-0.0511322021484375,-0.9095916748046875,586577.17228375,0.001038899179548025,-0.001170192961581051,0.005146825220435858,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.410-07:00,70,,,,,,,,,,,,586577.19238275,0.4163818359375,-0.0499420166015625,-0.908172607421875,586577.19238275,0.001871935906819999,0.001316666835919023,0.004738562274724245,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.430-07:00,71,,,,,,,,,,,,586577.2124807501,0.4151763916015625,-0.0509033203125,-0.9092864990234375,586577.2124807501,0.001955026527866721,-0.0002231729013146833,0.004233094397932291,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.451-07:00,72,,,,,,,,,,,,586577.23257975,0.4142608642578125,-0.050140380859375,-0.90985107421875,586577.2124807501,0.001955026527866721,-0.0002231729013146833,0.004233094397932291,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.471-07:00,73,,,,,,,,,,,,586577.2526777501,0.4160003662109375,-0.04949951171875,-0.9095306396484375,586577.2526777501,0.004269846249371767,0.0004543352697510272,0.004501008428633213,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.491-07:00,74,,,,,,,,,,,,586577.27277675,0.41510009765625,-0.0496368408203125,-0.908935546875,586577.27277675,0.001055677072145045,-0.0001139832966146059,0.005555886775255203,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.511-07:00,75,,,,,,,,,,,,586577.29287475,0.4151458740234375,-0.050262451171875,-0.9107666015625,586577.29287475,0.002833603415638208,0.0002410160814179108,0.003703125519677997,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.531-07:00,76,,,,,,,,,,,,586577.3129737501,0.4150543212890625,-0.049652099609375,-0.9098358154296875,586577.3129737501,0.002452771412208676,-0.001285774167627096,0.003854659385979176,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.551-07:00,77,,,,,,,,,,,,586577.33307175,0.416595458984375,-0.0504913330078125,-0.909210205078125,586577.33307175,0.002629072638228536,-0.0004362257895991206,0.005065864883363247,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.571-07:00,78,,,,,,,,,,,,586577.3531707501,0.41485595703125,-0.0513916015625,-0.9081573486328125,586577.3531707501,0.001517469179816544,-0.000216514992644079,0.004208859521895647,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.591-07:00,79,,,,,,,,,,,,586577.37326875,0.4153900146484375,-0.050750732421875,-0.91015625,586577.3531707501,0.001517469179816544,-0.000216514992644079,0.004208859521895647,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.611-07:00,80,,,,,,,,,,,,586577.39336775,0.415740966796875,-0.0498199462890625,-0.908477783203125,586577.39336775,0.003122556256130338,-0.0006202502408996224,0.005799033213406801,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.631-07:00,81,,,,,,,,,,,,586577.4134657501,0.414154052734375,-0.0496978759765625,-0.9094696044921875,586577.4134657501,0.003300455398857594,-0.001162203494459391,0.004189951345324516,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.651-07:00,82,,,,,,,,,,,,586577.43356475,0.4154052734375,-0.0517425537109375,-0.908416748046875,586577.4134657501,0.003300455398857594,-0.001162203494459391,0.004189951345324516,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.672-07:00,83,,,,,,,,,,,,586577.4536627501,0.4156036376953125,-0.0497589111328125,-0.9095001220703125,586577.4536627501,0.001893241191282868,-0.0001643170398892835,0.004717790056020021,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.692-07:00,84,,,,,,,,,,,,586577.47376175,0.41473388671875,-0.0492706298828125,-0.90899658203125,586577.47376175,0.002326271263882518,-0.001054079155437648,0.004868790972977877,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.712-07:00,85,,,,,,,,,,,,586577.49385975,0.4154510498046875,-0.0505523681640625,-0.908935546875,586577.49385975,0.002379534300416708,0.0001933454914251342,0.007094927597790956,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.732-07:00,86,,,,,,,,,,,,586577.5139587501,0.4165496826171875,-0.0504913330078125,-0.91064453125,586577.5139587501,0.002011219272390008,-0.0002798982313834131,0.003077548928558826,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.752-07:00,87,,,,,,,,,,,,586577.53405675,0.4147491455078125,-0.0498046875,-0.90924072265625,586577.53405675,0.00244691246189177,-0.0003861583536490798,0.004144943784922361,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.772-07:00,88,,,,,,,,,,,,586577.5541557501,0.415802001953125,-0.0505523681640625,-0.9090423583984375,586577.53405675,0.00244691246189177,-0.0003861583536490798,0.004144943784922361,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.792-07:00,89,,,,,,,,,,,,586577.57425375,0.41510009765625,-0.050750732421875,-0.9080352783203125,586577.57425375,0.00183358637150377,-0.001214401447214186,0.004850947763770819,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
2024-06-22T16:31:05.812-07:00,90,,,,,,,,,,,,586577.59435275,0.4141998291015625,-0.0511016845703125,-0.9097747802734375,586577.59435275,0.003515372518450022,-0.0005134574603289366,0.005588909611105919,586576.8943577501,-63.27540588378906,-402.6581115722656,-825.0945434570312,,,,,,
